label,source,genus,species,subfamily,ecology,asym_median,log_size,attach_b_a_1,seg_b_a_1,seg_b_a_2,seg_b_a_3,seg_b_a_4,head_wid,head_len,head_hei,mesosoma_wid,mesosoma_len,mesosoma_hei,gaster_wid,gaster_len,gaster_hei,attach_l_1_co,seg_l_1_co,seg_l_1_tr,seg_l_1_fe,attach_l_2_co,seg_l_2_co,seg_l_2_tr,seg_l_2_fe,attach_l_3_co,seg_l_3_co,seg_l_3_tr,seg_l_3_fe,attach_ma,attach_an_1,seg_an_1,seg_an_2,mandible_wid,mandible_len,mandible_hei,leaflen_ma,shapedev_gaster,shapedev_head,shapedev_mesosoma,shapedev_mandible
Aphaenogaster_tipuna_OKENT0105304_processed.obj,worker,aphaenogaster,aphaenogaster_tipuna,Myrmicinae,,0.03395,-1.19516,0.439832,0.127922,0.174421,0.392974,0.369928,0.234853,0.328312,0.238374,0.209756,0.435124,0.217410,0.423158,0.795073,0.494928,0.143331,0.130685,0.521305,0.455404,0.278911,0.081728,0.561666,0.430736,0.373297,0.121925,0.717436,0.583670,0.301681,0.382004,0.253537,0.399443,0.148039,0.205665,0.389362,0.401647,0.200214,0.215432,0.118735,0.351369
Aphaenogaster_trinacriae_CASENT0745222_processed.obj,worker,aphaenogaster,aphaenogaster_trinacriae,Myrmicinae,,0.06993,-1.22201,0.401115,0.129235,0.198817,0.248629,0.338592,0.253573,0.330450,0.237045,0.210718,0.416355,0.240072,0.484837,0.641834,0.397580,0.144339,0.121036,0.501199,0.362534,0.254779,0.076029,0.550378,0.601229,0.305270,0.178485,0.631914,0.408183,0.281576,0.296011,0.328578,0.417292,0.132197,0.212908,0.467034,0.468252,0.299258,0.187408,0.164690,0.396988
Apomyrma_stygia_CASENT0744661_processed.obj,worker,apomyrma,apomyrma_stygia,Apomyrminae,subterranean/hypogaeic,0.08432,-1.35872,0.491654,0.102084,0.255053,0.322178,0.200644,0.285369,0.361191,0.231064,0.155472,0.418215,0.142948,0.356907,0.745349,0.325993,0.219498,0.252247,0.472840,0.315681,0.403443,0.218052,0.334714,0.355526,0.440428,0.069476,0.423721,0.401305,0.296822,0.270657,0.357574,0.310043,0.061352,0.092370,0.151857,0.157855,0.344702,0.189344,0.178460,0.406516
Apomyrma_stygia_CASENT0744662_processed.obj,worker,apomyrma,apomyrma_stygia,Apomyrminae,subterranean/hypogaeic,0.01770,-1.43933,0.542184,0.059708,0.174900,0.372815,0.201128,0.266951,0.368610,0.203510,0.196329,0.489641,0.178526,0.264274,0.766546,0.246791,0.192052,0.128261,0.262191,0.235409,0.368827,0.110145,0.238896,0.327168,0.430391,0.135248,0.315614,0.435772,0.304756,0.324209,0.405267,0.346349,0.048853,0.104617,0.164609,0.169702,0.238691,0.203275,0.093272,0.392913
Apterostigma_megacephala_CASENT0745137_processed.obj,worker,apterostigma,apterostigma_megacephala,,,0.06715,-1.35726,0.400528,0.118158,0.247042,0.092222,0.227439,0.237639,0.297790,0.210793,0.207996,0.379442,0.205847,0.126051,0.741895,0.102144,0.109382,0.141649,0.542487,0.361787,0.274801,0.130362,0.439032,0.597925,0.364669,0.157926,0.553191,0.491946,0.267450,0.224784,0.317573,0.372390,0.182158,0.185818,0.385192,0.385552,0.443329,0.155516,0.133843,0.346128
Apterostigma_sp._CASENT0744290_processed.obj,worker,apterostigma,,,,0.03071,-1.04156,0.521275,0.125781,0.217131,0.375839,0.291686,0.332720,0.407600,0.322846,0.284002,0.447606,0.275579,0.440769,0.708437,0.431956,0.192744,0.204824,0.665966,0.463435,0.394889,0.114795,0.590247,0.429002,0.465681,0.137194,0.675247,0.686477,0.347516,0.406645,0.396010,0.660530,0.241072,0.116070,0.547300,0.550957,0.217160,0.198144,0.210243,0.409443
Atopomyrmex_mocquerysi_CASENT0744784_processed.obj,worker,atopomyrmex,atopomyrmex_mocquerysi,,,0.08853,-1.61684,0.456496,0.053369,0.127801,0.241207,0.177598,0.275519,0.287359,0.206620,0.181780,0.432384,0.196075,0.314337,0.438779,0.226591,0.191297,0.145219,0.345854,0.120973,0.320997,0.027748,0.525223,0.317330,0.397296,0.092580,0.242676,0.237397,0.248866,0.255785,0.245399,0.333874,0.041337,0.082254,0.138419,0.141635,0.199334,0.093070,0.090506,0.318396
Atopomyrmex_mocquerysi_CASENT0744786_processed.obj,worker,atopomyrmex,atopomyrmex_mocquerysi,,,0.05380,-1.02003,0.561130,0.110592,0.166465,0.134054,0.436067,0.383977,0.453226,0.329969,0.331981,0.457766,0.311995,0.580556,0.847497,0.309580,0.158692,0.191278,0.470773,0.414524,0.332822,0.190016,0.760855,0.628349,0.443348,0.222064,0.609836,0.700975,0.432076,0.450155,0.394364,0.479110,0.273261,0.132275,0.582744,0.593535,0.462183,0.165939,0.261036,0.505185
Atta_sexdens_CASENT0744597_processed.obj,worker,atta,atta_sexdens,Myrmicinae,leafcutter/fungus-grower,0.10060,-1.45815,0.447607,0.025249,0.006667,0.338971,0.407274,0.240811,0.249643,0.207263,0.241852,0.422570,0.261033,0.291298,0.604946,0.395844,0.249545,0.140772,0.331302,0.389911,0.359287,0.142704,0.380629,0.498399,0.434468,0.160308,0.568355,0.326372,0.197673,0.170584,0.336735,0.240146,0.144195,0.087118,0.249389,0.250526,0.495416,0.177625,0.194854,0.389311
Atta_sp._CASENT0744323_processed.obj,worker,atta,,Myrmicinae,leafcutter/fungus-grower,0.04383,-1.20122,0.496489,0.090143,0.201842,0.260551,0.276142,0.520289,0.477571,0.370076,0.212696,0.432047,0.235678,0.391907,0.559609,0.364140,0.216146,0.211216,0.567580,0.561726,0.330811,0.134765,0.494475,0.370079,0.434687,0.130450,0.546488,0.516605,0.350853,0.356830,0.192057,0.381624,0.115635,0.101781,0.292684,0.294888,0.259156,0.173827,0.192015,0.408570
Atta_sp._CASENT0744324_processed.obj,worker,atta,,Myrmicinae,leafcutter/fungus-grower,0.07058,-1.08556,0.672001,0.103011,0.217172,0.337214,0.298263,0.491564,0.308216,0.208619,0.256146,0.523223,0.327114,0.355981,0.825308,0.424766,0.305132,0.115802,0.581590,0.586153,0.544212,0.314063,0.380715,0.481945,0.580677,0.171810,0.543357,0.495575,0.280576,0.233591,0.541166,0.788300,0.101807,0.132657,0.305508,0.305321,0.223019,0.399224,0.196619,0.300149
Axinidris_acholli_CASENT0745567_processed.obj,worker,axinidris,axinidris_acholli,,,0.05942,-1.38104,0.552327,0.044655,0.067437,0.317634,0.284939,0.332206,0.363718,0.257743,0.202183,0.468331,0.185487,0.399345,0.667183,0.346955,0.220934,0.164960,0.337086,0.307379,0.367334,0.114273,0.327426,0.271153,0.466966,0.124687,0.390833,0.376962,0.317846,0.329926,0.369509,0.433579,0.058797,0.108584,0.200434,0.205066,0.240102,0.099610,0.091147,0.402718
Axinidris_hypoclinoides_CASENT0744663_processed.obj,worker,axinidris,axinidris_hypoclinoides,,,0.04231,-1.26116,0.573745,0.086267,0.166182,0.226488,0.304292,0.423419,0.426161,0.316323,0.248125,0.482455,0.222799,0.432640,0.815295,0.369219,0.222813,0.112916,0.435968,0.356382,0.372003,0.070910,0.318889,0.443539,0.469308,0.188726,0.483482,0.415383,0.339054,0.373232,0.403534,0.323800,0.067135,0.122354,0.243630,0.247345,0.194662,0.084688,0.110563,0.298548
Azteca_ovaticeps_CASENT0745027_processed.obj,worker,azteca,azteca_ovaticeps,Dolichoderinae,arboreal,0.04979,-1.31560,0.525646,0.081766,0.163901,0.268036,0.263176,0.360963,0.435546,0.280733,0.185898,0.427524,0.173124,0.321607,0.640337,0.302672,0.265100,0.139462,0.354871,0.251530,0.410698,0.093503,0.490716,0.428877,0.491544,0.132368,0.550446,0.584771,0.325713,0.307202,0.409797,0.332906,0.068399,0.094610,0.200709,0.201212,0.321572,0.135780,0.117540,0.373750
Azteca_sp._CASENT0744101_processed.obj,worker,azteca,,Dolichoderinae,arboreal,0.08823,-1.23222,0.407233,0.048929,0.120664,0.353057,0.323483,0.218196,0.336751,0.312647,0.161820,0.421164,0.192949,0.485914,0.729262,0.408323,0.125688,0.186909,0.484068,0.257213,0.292992,0.131519,0.607905,0.343990,0.404798,0.103276,0.614131,0.404715,0.297712,0.376760,0.608109,0.686812,0.157236,0.229706,0.353834,0.362752,0.282885,0.334917,0.129267,0.328981
Azteca_sp._CASENT0744102_processed.obj,worker,azteca,,Dolichoderinae,arboreal,0.04895,-1.08518,0.567762,0.076509,0.233797,0.368738,0.373222,0.383697,0.316689,0.282542,0.276074,0.480375,0.276520,0.469463,0.731770,0.389134,0.274955,0.244497,0.394731,0.230992,0.489315,0.249609,0.559204,0.242071,0.492340,0.112820,0.592814,0.407671,0.272372,0.315526,0.408283,0.596875,0.198239,0.298822,0.486754,0.489870,0.680885,0.179998,0.207232,0.390771
Azteca_sp._CASENT0744103_processed.obj,worker,azteca,,Dolichoderinae,arboreal,0.15562,-1.31973,0.380441,0.043786,0.063027,0.280629,0.306144,0.299207,0.264363,0.228068,0.223647,0.416716,0.224977,0.495070,0.667568,0.470390,0.080675,0.173031,0.442840,0.306485,0.273368,0.076550,0.577529,0.638352,0.374473,0.117738,0.399575,0.338618,0.236898,0.325653,0.529144,0.690155,0.107247,0.184310,0.356908,0.354284,0.274119,0.128975,0.140392,0.316317
Blepharidatta_brasiliensis_CASENT0744515_processed.obj,worker,blepharidatta,blepharidatta_brasiliensis,,,0.05200,-1.32419,0.501668,0.145003,0.229361,0.296693,0.195072,0.351074,0.487549,0.296617,0.157441,0.414400,0.158702,0.237889,0.722531,0.470624,0.154649,0.249616,0.302104,0.420757,0.342958,0.096252,0.474750,0.631206,0.402636,0.147211,0.424280,0.493909,0.391706,0.431474,0.241219,0.225336,0.062248,0.097266,0.141508,0.143626,0.442437,0.202949,0.114792,0.513933
Blepharidatta_brasiliensis_CASENT0745135_processed.obj,worker,blepharidatta,blepharidatta_brasiliensis,,,0.04916,-1.24728,0.568749,0.116310,0.267299,0.210403,0.274904,0.309315,0.371766,0.250734,0.191989,0.455642,0.190494,0.401336,0.744113,0.413492,0.237752,0.256416,0.543088,0.150734,0.389741,0.064567,0.520494,0.393102,0.472143,0.103069,0.601985,0.447716,0.281948,0.308236,0.496676,0.545116,0.098069,0.145915,0.234994,0.236417,0.252761,0.162377,0.149832,0.443974
Blepharidatta_brasiliensis_CASENT0745136_processed.obj,worker,blepharidatta,blepharidatta_brasiliensis,,,0.04386,-1.13887,0.449217,0.117010,0.263424,0.400422,0.329862,0.368368,0.295030,0.212084,0.315473,0.447859,0.301689,0.190412,0.771202,0.500584,0.156565,0.306388,0.408871,0.236574,0.333761,0.166731,0.311696,0.433100,0.418782,0.156114,0.707083,0.746860,0.275735,0.243057,0.421583,0.735835,0.144407,0.167498,0.433834,0.439975,0.506946,0.163202,0.244871,0.350737
Blepharidatta_conops_CASENT0744070_processed.obj,worker,blepharidatta,blepharidatta_conops,,,0.03945,-1.02925,0.462404,0.151293,0.290258,0.139503,0.409951,0.371746,0.440468,0.370286,0.300533,0.422280,0.294245,0.520459,0.768684,0.360800,0.192572,0.163063,0.539021,0.477956,0.312443,0.129257,0.650564,0.648015,0.427846,0.117540,0.744221,0.740552,0.367157,0.351605,0.367126,0.575260,0.251350,0.247217,0.503570,0.513011,0.455411,0.231657,0.267533,0.304826
Blepharidatta_conops_CASENT0744394_processed.obj,worker,blepharidatta,blepharidatta_conops,,,0.04001,-1.24117,0.538971,0.151495,0.244597,0.357819,0.249766,0.344265,0.436137,0.302215,0.266787,0.431119,0.247181,0.409167,0.622823,0.470779,0.275814,0.142287,0.454298,0.350170,0.348658,0.121121,0.580108,0.317576,0.463930,0.081078,0.500236,0.528755,0.312991,0.356825,0.393815,0.286583,0.062171,0.108524,0.203617,0.203662,0.292604,0.202212,0.210525,0.314826
Bothriomyrmex_corsicus_CASENT0745215_processed.obj,worker,bothriomyrmex,bothriomyrmex_corsicus,Dolichoderinae,,0.03144,-1.32468,0.513595,0.042567,0.093624,0.200485,0.309015,0.398686,0.406691,0.274729,0.244556,0.479598,0.226766,0.515130,0.689988,0.285013,0.213057,0.136038,0.395127,0.331718,0.393732,0.092006,0.444950,0.453476,0.473078,0.091537,0.378931,0.399989,0.322677,0.349027,0.388663,0.479762,0.065857,0.124106,0.238684,0.242255,0.313255,0.073514,0.095336,0.289172
Bothriomyrmex_corsicus_CASENT0745216_processed.obj,worker,bothriomyrmex,bothriomyrmex_corsicus,Dolichoderinae,,0.04074,-1.24145,0.536606,0.045559,0.096447,0.233382,0.359006,0.422434,0.460314,0.354383,0.263817,0.518465,0.270410,0.505459,0.771791,0.349038,0.262027,0.327432,0.528305,0.297240,0.376470,0.128161,0.516196,0.374420,0.543074,0.099208,0.572511,0.524218,0.334327,0.328158,0.436321,0.378552,0.075239,0.083844,0.168315,0.174014,0.219402,0.224300,0.139057,0.420489
Bothriomyrmex_meridionalis_CASENT0745153_processed.obj,worker,bothriomyrmex,bothriomyrmex_meridionalis,Dolichoderinae,,0.03228,-1.39662,0.463041,0.056412,0.222172,0.292462,0.288852,0.328074,0.345776,0.226607,0.198192,0.441447,0.191586,0.279529,0.889613,0.160634,0.184817,0.132332,0.311408,0.291297,0.359894,0.082404,0.448018,0.324454,0.435420,0.114725,0.417006,0.498486,0.264921,0.275505,0.348077,0.472119,0.055353,0.107988,0.197380,0.201111,0.481495,0.065976,0.068814,0.307064
Bothriomyrmex_meridionalis_CASENT0745154_processed.obj,worker,bothriomyrmex,bothriomyrmex_meridionalis,Dolichoderinae,,0.02855,-1.39441,0.460258,0.048345,0.108785,0.216955,0.362429,0.350411,0.362125,0.246028,0.214616,0.448043,0.205633,0.288966,0.789649,0.155769,0.172244,0.167786,0.364424,0.354336,0.366855,0.076207,0.376796,0.359179,0.441747,0.132494,0.386462,0.580072,0.278441,0.301666,0.277714,0.424273,0.058962,0.110908,0.225023,0.228192,0.474185,0.064351,0.076073,0.279590
Bothroponera_cf.kruegeri_CASENT0744925_processed.obj,worker,bothroponera,bothroponera_kruegeri,,,0.02161,-1.33368,0.534434,0.069171,0.158792,0.438048,0.183135,0.284740,0.308564,0.207568,0.227903,0.500438,0.228787,0.483220,0.807817,0.370062,0.197595,0.180495,0.366119,0.302517,0.413717,0.077518,0.419625,0.387370,0.504109,0.137191,0.465208,0.415718,0.266428,0.289331,0.276907,0.351840,0.060515,0.106956,0.214181,0.218404,0.381125,0.120820,0.087945,0.279961
Bothroponera_fugax_CASENT0744923_processed.obj,worker,bothroponera,bothroponera_fugax,,,0.04420,-1.24416,0.448984,0.103095,0.118608,0.261471,0.312085,0.407033,0.435221,0.323942,0.322783,0.454359,0.258213,0.411478,0.773016,0.187613,0.251611,0.088589,0.553713,0.376929,0.340394,0.040536,0.500728,0.510038,0.391671,0.091897,0.598560,0.612745,0.359215,0.385565,0.361203,0.542459,0.105841,0.092212,0.354774,0.360033,0.405437,0.155199,0.246335,0.476699
Bothroponera_pachyderma_CASENT0744926_processed.obj,worker,bothroponera,bothroponera_pachyderma,,,0.07011,-1.29821,0.482498,0.019792,0.201493,0.240158,0.172887,0.252855,0.217019,0.170128,0.222142,0.459806,0.216216,0.525954,0.660851,0.350769,0.151874,0.224113,0.530836,0.529191,0.290690,0.075973,0.328002,0.552214,0.445449,0.113141,0.461172,0.530443,0.220567,0.250232,0.386123,0.417666,0.179180,0.271542,0.406845,0.405829,0.599533,0.156454,0.171854,0.336433
Bothroponera_soror_CASENT0744928_processed.obj,worker,bothroponera,bothroponera_soror,,,0.03187,-1.33704,0.500765,0.088887,0.178777,0.418981,0.156630,0.338570,0.369946,0.246517,0.260390,0.493960,0.263813,0.500234,0.801646,0.416093,0.127688,0.173373,0.337893,0.236908,0.291892,0.099937,0.604455,0.406857,0.402710,0.067394,0.381470,0.408399,0.321125,0.296697,0.319199,0.375787,0.080092,0.091934,0.209130,0.209376,0.427059,0.099731,0.158535,0.246077
Bothroponera_talpa_CASENT0744929_processed.obj,worker,bothroponera,bothroponera_talpa,,,0.03873,-1.27739,0.344701,0.117751,0.109709,0.244643,0.370620,0.381616,0.220127,0.116820,0.330209,0.444813,0.308221,0.389739,0.836072,0.207737,0.087572,0.142169,0.378600,0.342433,0.258697,0.150401,0.550395,0.420815,0.335284,0.116973,0.372021,0.550664,0.251527,0.272414,0.494310,0.532432,0.148316,0.200621,0.423010,0.426681,0.433592,0.354531,0.278190,0.261800
Brachymyrmex_sp._CASENT0744344_processed.obj,worker,brachymyrmex,,Formicinae,,0.10139,-1.31822,0.464877,0.104951,0.266218,0.242325,0.252298,0.364260,0.388518,0.265655,0.233195,0.459136,0.225388,0.269135,0.855762,0.195994,0.208922,0.140684,0.289813,0.314219,0.376950,0.091939,0.410643,0.429904,0.455156,0.178410,0.429157,0.469425,0.310903,0.331431,0.408887,0.472928,0.068277,0.102420,0.164975,0.171230,0.535639,0.086556,0.128915,0.382002
Brachyponera_cf._obscurans_CASENT0744086_processed.obj,worker,brachyponera,,Ponerinae,,0.02665,-1.27333,0.523964,0.049099,0.110823,0.414895,0.345382,0.380235,0.389011,0.249224,0.247494,0.524755,0.241838,0.316868,0.967843,0.411826,0.197933,0.180246,0.387166,0.401184,0.414032,0.117528,0.363671,0.321673,0.505258,0.157284,0.470398,0.465429,0.323235,0.285609,0.351621,0.384112,0.068046,0.106811,0.229909,0.230913,0.273371,0.116289,0.092431,0.250738
Calyptomyrmex_brunneus_CASENT0745549_processed.obj,worker,calyptomyrmex,calyptomyrmex_brunneus,Myrmicinae,,0.03435,-1.08206,0.336928,0.095596,0.192178,0.238944,0.199135,0.386057,0.567362,0.441621,0.220781,0.414474,0.270154,0.370740,0.408453,0.446856,0.109242,0.262502,0.532821,0.673642,0.206287,0.079921,0.607385,0.644076,0.394419,0.254308,0.658768,0.602486,0.468677,0.540434,0.455707,0.602899,0.297149,0.182323,0.466871,0.474852,0.492904,0.266665,0.186432,0.459320
Calyptomyrmex_brunneus_CASENT0745550_processed.obj,worker,calyptomyrmex,calyptomyrmex_brunneus,Myrmicinae,,0.05283,-1.12118,0.332262,0.138770,0.245119,0.352542,0.340471,0.415976,0.414424,0.340475,0.267861,0.395184,0.255726,0.515828,0.627699,0.424653,0.187970,0.148568,0.471924,0.517521,0.290915,0.130808,0.436372,0.533433,0.363483,0.103053,0.543594,0.732700,0.376852,0.328429,0.377340,0.529202,0.186677,0.149659,0.388245,0.388694,0.516615,0.148276,0.230812,0.409007
Camponotus_OK01_OKENT0105018_processed.obj,worker,camponotus,camponotus_ok01,Formicinae,,0.02255,-1.25472,0.424189,0.115943,0.107546,0.515725,0.291137,0.334501,0.337804,0.243765,0.241961,0.428888,0.229964,0.455070,0.721015,0.546172,0.150043,0.185067,0.580835,0.465310,0.242135,0.083658,0.373583,0.525640,0.334236,0.091124,0.599088,0.595905,0.274587,0.303641,0.361707,0.392817,0.104255,0.109842,0.268393,0.268627,0.356401,0.099500,0.157951,0.334072
Camponotus_bishamon_OKENT0105015_processed.obj,worker,camponotus,camponotus_bishamon,Formicinae,,0.03877,-1.37323,0.461560,0.067344,0.120959,0.296854,0.217427,0.327070,0.348499,0.253883,0.235776,0.455890,0.245053,0.343074,0.631971,0.330983,0.203119,0.175720,0.401350,0.463249,0.310384,0.069758,0.329698,0.405953,0.411750,0.111744,0.483158,0.454037,0.304266,0.318808,0.472755,0.317357,0.050813,0.096258,0.167802,0.171626,0.141211,0.085858,0.131773,0.311665
Camponotus_blandus_CASENT0744254_processed.obj,worker,camponotus,camponotus_blandus,Formicinae,,0.05063,-1.18555,0.340483,0.072204,0.099189,0.333846,0.353483,0.335228,0.371893,0.350452,0.290358,0.435645,0.271238,0.525488,0.730405,0.430834,0.165226,0.169842,0.494265,0.357728,0.274370,0.133083,0.457827,0.557864,0.345979,0.151686,0.508728,0.509638,0.309149,0.246567,0.393164,0.536196,0.177820,0.243483,0.315068,0.316885,0.271197,0.314712,0.213494,0.423406
Camponotus_brutus_CASENT0744737_processed.obj,worker,camponotus,camponotus_brutus,Formicinae,,0.10489,-1.35260,0.422228,0.088572,0.075452,0.377698,0.255829,0.230717,0.296164,0.283881,0.196376,0.403157,0.207976,0.414104,0.618029,0.374567,0.190443,0.146679,0.365692,0.305184,0.276066,0.131303,0.457190,0.469541,0.360571,0.174754,0.337236,0.351282,0.244995,0.227954,0.239310,0.366027,0.100603,0.188555,0.271262,0.279999,0.273786,0.299756,0.138551,0.392102
Camponotus_fulvopilosus_CASENT0744733_processed.obj,worker,camponotus,camponotus_fulvopilosus,Formicinae,,0.03984,-1.49891,0.469228,0.043547,0.101211,0.174367,0.217426,0.304909,0.301832,0.206893,0.204351,0.433200,0.200809,0.305920,0.497633,0.260064,0.174807,0.171483,0.348221,0.279880,0.351682,0.070643,0.329667,0.400115,0.414514,0.085981,0.431462,0.360997,0.252642,0.294262,0.386310,0.287751,0.046581,0.092364,0.191102,0.194041,0.207478,0.091339,0.071152,0.274485
Camponotus_hyatti_CASENT0741281_processed.obj,worker,camponotus,camponotus_hyatti,Formicinae,,0.03843,-1.28740,0.375268,0.075087,0.159144,0.170135,0.382182,0.316682,0.307029,0.196050,0.247040,0.451728,0.260097,0.446954,0.645516,0.340461,0.156613,0.192954,0.398211,0.303365,0.276841,0.151343,0.438084,0.390560,0.356742,0.090204,0.455782,0.301842,0.266718,0.206402,0.300078,0.371673,0.138071,0.215846,0.537471,0.541535,0.404303,0.123592,0.197848,0.295986
Camponotus_kiusiuensis_OKENT0105424_processed.obj,worker,camponotus,camponotus_kiusiuensis,Formicinae,,0.04987,-1.23974,0.410911,0.075510,0.136798,0.349343,0.391868,0.284178,0.514114,0.409490,0.221549,0.417797,0.238267,0.323578,0.958388,0.165992,0.072739,0.110966,0.518400,0.421864,0.236196,0.101700,0.619441,0.493032,0.325466,0.101401,0.471381,0.571380,0.388760,0.414493,0.454484,0.462630,0.136522,0.201570,0.336317,0.347033,0.481801,0.324229,0.169109,0.351656
Camponotus_lateralis_CASENT0878124_processed.obj,worker,camponotus,camponotus_lateralis,Formicinae,,0.08857,-1.16182,0.516049,0.072691,0.163322,0.252716,0.204878,0.340592,0.407340,0.324672,0.218089,0.436495,0.228542,0.447640,0.717106,0.347329,0.223975,0.319063,0.626143,0.291758,0.379473,0.171789,0.625450,0.399134,0.425974,0.120736,0.376114,0.630954,0.295227,0.346728,0.373047,0.407644,0.165652,0.131383,0.478831,0.479607,0.570630,0.230023,0.170196,0.331208
Camponotus_lateralis_CASENT0878125_processed.obj,worker,camponotus,camponotus_lateralis,Formicinae,,0.06022,-1.33619,0.351423,0.098655,0.102868,0.288221,0.306577,0.275355,0.351088,0.244033,0.182358,0.368821,0.210176,0.450187,0.654143,0.382591,0.111694,0.136704,0.425980,0.270604,0.238851,0.076143,0.407542,0.384981,0.304680,0.092899,0.495508,0.443311,0.337550,0.380982,0.312604,0.478658,0.189703,0.104804,0.361131,0.364316,0.212511,0.193866,0.131724,0.426248
Camponotus_modoc_CASENT0709277_processed.obj,worker,camponotus,camponotus_modoc,Formicinae,,0.07101,-1.34158,0.477691,0.060343,0.117762,0.376733,0.245554,0.447715,0.412806,0.371584,0.238004,0.440053,0.193211,0.431194,0.739147,0.388276,0.196264,0.192740,0.529862,0.449333,0.330380,0.100270,0.516941,0.366835,0.394295,0.067193,0.509337,0.369129,0.298679,0.322923,0.386091,0.517323,0.041958,0.095265,0.112456,0.117560,0.213882,0.214889,0.121142,0.512639
